order_id,postal_code,region,created_at,sku,qty,weight_kg
ORD93,80898,MW,2025-08-05T06:30:00,SKU123,5,1.0
ORD94,88495,NE,2025-08-05T00:16:00,SKU789,5,2.34
ORD95,07003,SC,2025-08-03T00:04:00,SKU456,4,1.13
ORD96,31598,W,2025-08-05T04:42:00,SKU123,4,1.52
ORD97,05884,MW,2025-08-02T02:37:00,SKU789,1,0.98
ORD98,86113,MW,2025-08-02T04:46:00,SKU456,5,1.21
ORD99,17973,SC,2025-08-02T22:04:00,SKU789,4,2.8
ORD100,18084,SC,2025-08-05T09:53:00,SKU123,1,0.61
ORD101,08670,W,2025-08-04T23:49:00,SKU789,3,2.14
ORD102,05042,SC,2025-08-06T10:33:00,SKU123,2,1.44
ORD103,32409,W,2025-08-06T01:17:00,SKU456,4,1.48
ORD104,64868,NE,2025-08-02T19:41:00,SKU456,2,1.71
ORD105,71543,W,2025-08-03T10:44:00,SKU123,1,2.39
ORD106,74175,NE,2025-08-07T08:59:00,SKU123,5,2.61
ORD107,47502,MW,2025-08-01T18:31:00,SKU789,3,2.32
ORD108,53017,SC,2025-08-05T09:27:00,SKU123,4,1.64
ORD109,02397,SC,2025-08-05T04:34:00,SKU456,2,1.49
ORD110,49712,NE,2025-08-07T09:29:00,SKU789,2,2.5
ORD111,74448,W,2025-08-01T03:32:00,SKU456,1,0.78
ORD112,15726,SC,2025-08-01T01:39:00,SKU456,4,2.56
ORD113,59250,W,2025-08-02T15:48:00,SKU456,4,0.22
ORD114,16731,MW,2025-08-03T23:24:00,SKU123,3,1.0
ORD115,01929,MW,2025-08-04T13:49:00,SKU789,5,1.12
ORD116,62415,MW,2025-08-05T17:52:00,SKU789,2,1.0
ORD117,93912,SC,2025-08-04T21:13:00,SKU456,2,0.29
ORD118,79416,W,2025-08-07T18:26:00,SKU123,2,2.41
ORD119,20161,NE,2025-08-02T12:42:00,SKU789,1,1.19
ORD120,24739,NE,2025-08-01T19:31:00,SKU456,2,2.48
ORD121,02274,W,2025-08-06T13:04:00,SKU123,3,1.99
ORD122,19447,W,2025-08-04T07:39:00,SKU456,4,0.32
ORD123,96788,MW,2025-08-03T22:24:00,SKU456,2,1.78
ORD124,10330,SC,2025-08-01T18:17:00,SKU456,3,2.27
ORD125,86345,SC,2025-08-07T19:39:00,SKU123,2,1.74
ORD126,68215,SC,2025-08-02T16:15:00,SKU456,4,0.71
ORD127,74169,SC,2025-08-05T22:16:00,SKU789,5,2.97
ORD128,77264,NE,2025-08-07T21:58:00,SKU123,4,2.37
ORD129,99193,W,2025-08-01T22:44:00,SKU456,5,1.71
ORD130,81942,SC,2025-08-03T21:49:00,SKU456,2,2.35
ORD131,29449,W,2025-08-04T15:17:00,SKU456,1,2.61
ORD132,17951,MW,2025-08-04T15:06:00,SKU123,3,1.55
ORD133,25002,SC,2025-08-05T16:48:00,SKU123,4,0.94
ORD134,72667,SC,2025-08-05T07:07:00,SKU123,2,0.33
ORD135,88229,MW,2025-08-06T20:24:00,SKU456,5,0.28
ORD136,14978,MW,2025-08-07T04:34:00,SKU456,3,1.41
ORD137,86935,MW,2025-08-06T11:08:00,SKU789,5,2.35
ORD138,62345,NE,2025-08-05T15:39:00,SKU456,5,1.33
ORD139,60140,W,2025-08-06T23:09:00,SKU123,2,0.8
ORD140,38880,MW,2025-08-02T17:38:00,SKU456,1,0.4
ORD141,72121,SC,2025-08-07T06:08:00,SKU456,4,2.38
ORD142,70314,MW,2025-08-01T12:49:00,SKU123,4,2.96
ORD143,53339,SC,2025-08-01T17:37:00,SKU456,4,0.38
ORD144,60074,SC,2025-08-06T12:43:00,SKU123,1,2.0
ORD145,32463,NE,2025-08-02T17:36:00,SKU789,4,2.21
ORD146,47579,NE,2025-08-03T14:03:00,SKU123,5,1.67
ORD147,67529,MW,2025-08-04T20:27:00,SKU456,1,2.34
ORD148,77049,W,2025-08-02T07:39:00,SKU123,5,0.2
ORD149,58590,SC,2025-08-06T11:20:00,SKU123,4,2.84
ORD150,49568,W,2025-08-07T10:20:00,SKU123,3,2.59
ORD151,34937,NE,2025-08-02T07:27:00,SKU123,1,0.84
ORD152,88176,MW,2025-08-01T07:29:00,SKU789,2,0.62
ORD153,44753,NE,2025-08-06T01:06:00,SKU123,5,2.74
ORD154,12145,W,2025-08-05T23:22:00,SKU456,2,2.36
ORD155,49674,SC,2025-08-06T19:57:00,SKU123,5,1.21
ORD156,26071,W,2025-08-05T09:13:00,SKU456,5,2.29
ORD157,09231,SC,2025-08-05T11:29:00,SKU123,5,0.73
ORD158,68070,W,2025-08-05T14:05:00,SKU123,1,2.45
ORD159,52363,SC,2025-08-02T04:41:00,SKU789,3,2.89
ORD160,53299,MW,2025-08-04T13:45:00,SKU456,3,2.09
ORD161,15433,SC,2025-08-02T16:46:00,SKU456,4,1.89
ORD162,99129,NE,2025-08-05T00:31:00,SKU456,1,1.76
ORD163,33419,W,2025-08-06T05:44:00,SKU789,4,1.41
ORD164,26053,W,2025-08-03T21:39:00,SKU123,5,0.99
ORD165,38119,MW,2025-08-04T00:50:00,SKU789,1,1.99
ORD166,86245,MW,2025-08-05T06:08:00,SKU789,1,1.3
ORD167,05156,SC,2025-08-06T04:38:00,SKU456,5,2.27
ORD168,13025,W,2025-08-06T16:20:00,SKU789,5,2.58
ORD169,97811,NE,2025-08-07T13:44:00,SKU789,4,0.52
ORD170,06935,W,2025-08-03T18:17:00,SKU789,5,2.08
ORD171,61859,NE,2025-08-05T07:28:00,SKU123,1,1.56
ORD172,22740,W,2025-08-03T19:58:00,SKU789,1,1.46
ORD173,19350,MW,2025-08-07T21:04:00,SKU456,1,0.61
ORD174,59629,SC,2025-08-01T06:15:00,SKU789,2,2.5
ORD175,17736,W,2025-08-04T09:32:00,SKU456,1,2.12
ORD176,29525,SC,2025-08-01T09:39:00,SKU123,2,1.75
ORD177,77265,SC,2025-08-03T16:56:00,SKU456,4,2.82
ORD178,95631,MW,2025-08-01T06:58:00,SKU456,3,0.86
ORD179,56267,NE,2025-08-06T08:30:00,SKU123,2,2.31
ORD180,68836,NE,2025-08-05T04:40:00,SKU456,5,0.25
ORD181,76862,NE,2025-08-01T21:14:00,SKU789,5,1.26
ORD182,26393,SC,2025-08-02T04:32:00,SKU123,3,2.17
ORD183,80372,W,2025-08-07T13:37:00,SKU123,5,2.35
ORD184,09700,NE,2025-08-06T23:06:00,SKU123,1,1.56
ORD185,55611,SC,2025-08-03T20:25:00,SKU789,1,2.39
ORD186,87280,W,2025-08-03T01:11:00,SKU456,3,2.07
ORD187,11323,MW,2025-08-02T18:40:00,SKU123,1,0.44
ORD188,55725,MW,2025-08-03T05:32:00,SKU456,5,2.21
ORD189,94934,SC,2025-08-05T01:11:00,SKU123,1,2.98
ORD190,17418,NE,2025-08-04T21:14:00,SKU456,4,0.96
ORD191,81389,NE,2025-08-03T20:14:00,SKU456,4,1.44
ORD192,72546,NE,2025-08-01T12:16:00,SKU456,3,0.24
ORD193,04582,SC,2025-08-05T11:34:00,SKU789,4,1.3
ORD194,24231,W,2025-08-02T05:26:00,SKU456,3,0.38
ORD195,77252,W,2025-08-02T17:23:00,SKU123,1,2.98
ORD196,99381,NE,2025-08-05T12:31:00,SKU456,1,0.83
ORD197,58632,MW,2025-08-03T18:19:00,SKU123,2,2.57
ORD198,80536,SC,2025-08-02T17:32:00,SKU789,2,1.32
ORD199,23784,NE,2025-08-05T12:54:00,SKU789,5,0.34
ORD200,86042,NE,2025-08-01T15:07:00,SKU123,2,2.34
ORD201,33458,W,2025-08-05T22:44:00,SKU456,1,0.85
ORD202,39309,NE,2025-08-07T16:55:00,SKU456,5,2.98
ORD203,53329,MW,2025-08-05T10:07:00,SKU789,2,1.6
ORD204,32246,MW,2025-08-03T23:14:00,SKU123,1,0.5
ORD205,99439,SC,2025-08-02T19:31:00,SKU123,2,0.72
ORD206,01204,SC,2025-08-02T01:16:00,SKU789,3,1.52
ORD207,99607,NE,2025-08-06T02:09:00,SKU123,1,1.28
ORD208,94397,MW,2025-08-02T17:02:00,SKU456,2,1.46
ORD209,58634,NE,2025-08-04T23:37:00,SKU123,4,0.43
ORD210,82028,MW,2025-08-06T08:14:00,SKU123,4,0.88
ORD211,90006,SC,2025-08-03T20:22:00,SKU789,4,2.87
ORD212,95978,W,2025-08-04T22:09:00,SKU123,3,2.42
ORD213,84174,W,2025-08-03T00:45:00,SKU123,4,2.53
ORD214,86469,NE,2025-08-02T09:34:00,SKU789,3,2.32
ORD215,06470,SC,2025-08-03T12:10:00,SKU456,4,2.08
ORD216,04786,NE,2025-08-01T19:42:00,SKU789,2,2.04
ORD217,81447,SC,2025-08-01T17:31:00,SKU456,4,2.72
ORD218,84237,NE,2025-08-03T13:14:00,SKU789,1,0.5
ORD219,88765,NE,2025-08-05T04:32:00,SKU789,5,1.36
ORD220,05659,SC,2025-08-07T13:50:00,SKU123,1,1.11
ORD221,77998,SC,2025-08-07T20:27:00,SKU789,4,2.19
ORD222,51326,SC,2025-08-06T12:39:00,SKU789,1,0.85
ORD223,58227,SC,2025-08-07T11:20:00,SKU123,4,0.37
ORD224,92855,MW,2025-08-02T08:28:00,SKU789,1,0.81
ORD225,27340,MW,2025-08-02T07:33:00,SKU456,3,0.31
ORD226,91267,W,2025-08-07T19:33:00,SKU456,5,0.22
ORD227,78986,SC,2025-08-01T22:37:00,SKU123,5,2.92
ORD228,58306,SC,2025-08-03T17:31:00,SKU789,4,1.71
ORD229,01409,SC,2025-08-02T02:44:00,SKU456,5,2.25
ORD230,83460,MW,2025-08-06T03:06:00,SKU789,5,2.25
ORD231,17967,SC,2025-08-03T06:07:00,SKU456,2,2.72
ORD232,90465,SC,2025-08-06T00:10:00,SKU789,2,2.5
ORD233,96559,SC,2025-08-07T14:05:00,SKU789,1,2.31
ORD234,02594,NE,2025-08-01T09:38:00,SKU123,3,0.6
ORD235,67086,W,2025-08-07T00:26:00,SKU123,5,2.66
ORD236,68296,MW,2025-08-07T02:53:00,SKU456,3,1.48
ORD237,28976,W,2025-08-06T22:38:00,SKU123,5,1.29
ORD238,45807,W,2025-08-02T11:16:00,SKU789,3,1.24
ORD239,25052,SC,2025-08-06T06:29:00,SKU789,5,1.9
ORD240,71696,MW,2025-08-06T14:10:00,SKU123,1,1.03
ORD241,97833,W,2025-08-07T06:29:00,SKU123,1,1.27
ORD242,65586,NE,2025-08-03T09:03:00,SKU123,4,1.42
ORD243,22373,W,2025-08-01T08:35:00,SKU789,5,2.28
ORD244,72512,W,2025-08-01T17:32:00,SKU789,1,0.24
ORD245,61959,NE,2025-08-02T19:38:00,SKU789,5,2.67
ORD246,80532,SC,2025-08-05T08:14:00,SKU123,1,0.51
ORD247,64058,SC,2025-08-02T20:55:00,SKU789,3,2.34
ORD248,01831,NE,2025-08-02T06:16:00,SKU456,2,2.27
ORD249,04148,NE,2025-08-03T11:14:00,SKU123,2,2.54
ORD250,90148,W,2025-08-02T00:44:00,SKU456,3,1.4
ORD251,78917,SC,2025-08-01T04:26:00,SKU789,2,0.95
ORD252,27245,NE,2025-08-06T21:05:00,SKU123,4,1.97
ORD253,15080,NE,2025-08-03T03:33:00,SKU456,1,1.97
ORD254,93575,NE,2025-08-06T09:40:00,SKU456,3,0.34
ORD255,37508,NE,2025-08-04T19:40:00,SKU123,4,1.93
ORD256,91290,NE,2025-08-03T09:03:00,SKU456,3,2.16
ORD257,08424,MW,2025-08-04T02:10:00,SKU789,2,2.3
ORD258,69762,W,2025-08-02T04:28:00,SKU456,1,2.76
ORD259,39428,NE,2025-08-02T04:19:00,SKU456,3,1.35
ORD260,89365,W,2025-08-02T04:50:00,SKU789,4,0.36
ORD261,28882,W,2025-08-04T05:17:00,SKU123,1,2.5
ORD262,84308,W,2025-08-05T08:51:00,SKU456,1,2.26
ORD263,75264,NE,2025-08-04T10:40:00,SKU123,3,2.44
ORD264,05065,MW,2025-08-03T09:43:00,SKU789,2,1.31
ORD265,13624,SC,2025-08-07T06:26:00,SKU456,5,2.23
ORD266,34771,W,2025-08-05T07:38:00,SKU123,1,0.34
ORD267,49616,MW,2025-08-05T18:14:00,SKU456,1,0.46
ORD268,75673,W,2025-08-01T22:43:00,SKU789,2,1.32
ORD269,87819,W,2025-08-04T14:17:00,SKU456,1,1.31
ORD270,77226,NE,2025-08-04T10:51:00,SKU789,5,2.18
ORD271,56629,NE,2025-08-03T12:55:00,SKU456,1,0.96
ORD272,30998,MW,2025-08-03T18:21:00,SKU456,1,2.93
ORD273,64875,SC,2025-08-03T06:48:00,SKU456,1,1.4
ORD274,26390,W,2025-08-02T05:27:00,SKU789,1,1.75
ORD275,45487,SC,2025-08-01T18:58:00,SKU123,1,2.26
ORD276,85903,NE,2025-08-04T07:07:00,SKU789,4,1.29
ORD277,12307,NE,2025-08-04T14:09:00,SKU456,1,2.82
ORD278,91626,SC,2025-08-06T14:50:00,SKU123,2,2.25
ORD279,49283,W,2025-08-02T05:24:00,SKU789,4,0.68
ORD280,64522,MW,2025-08-05T10:49:00,SKU789,4,2.14
ORD281,17954,NE,2025-08-04T01:06:00,SKU123,4,2.24
ORD282,84061,NE,2025-08-02T13:03:00,SKU123,4,1.23
ORD283,94730,MW,2025-08-01T01:41:00,SKU123,2,1.94
ORD284,38194,MW,2025-08-07T03:12:00,SKU123,2,2.25
ORD285,81726,SC,2025-08-06T21:45:00,SKU789,1,0.24
ORD286,40115,NE,2025-08-02T02:54:00,SKU789,3,0.83
ORD287,35911,NE,2025-08-06T17:21:00,SKU123,3,1.1
ORD288,29367,NE,2025-08-07T13:56:00,SKU456,3,2.08
ORD289,45285,MW,2025-08-02T13:47:00,SKU456,3,0.22
ORD290,85404,NE,2025-08-02T10:13:00,SKU456,1,1.6
ORD291,50941,SC,2025-08-03T18:04:00,SKU123,5,1.93
ORD292,06292,SC,2025-08-03T11:02:00,SKU456,1,0.67
ORD293,57956,SC,2025-08-06T18:39:00,SKU789,1,2.38
ORD294,26345,W,2025-08-07T05:12:00,SKU123,1,1.44
ORD295,67522,W,2025-08-03T13:29:00,SKU456,1,1.53
ORD296,73967,W,2025-08-05T03:13:00,SKU456,5,1.22
ORD297,04434,SC,2025-08-04T19:27:00,SKU123,1,2.78
ORD298,13237,SC,2025-08-03T10:10:00,SKU456,1,0.35
ORD299,57346,SC,2025-08-06T14:44:00,SKU789,4,2.58
ORD300,69432,MW,2025-08-01T00:39:00,SKU456,2,1.16
ORD301,32117,W,2025-08-01T00:33:00,SKU123,1,2.82
ORD302,58594,NE,2025-08-06T00:21:00,SKU123,1,0.56
ORD303,16389,W,2025-08-07T10:59:00,SKU123,4,1.86
ORD304,98529,NE,2025-08-01T19:11:00,SKU456,5,2.33
ORD305,72986,NE,2025-08-03T11:16:00,SKU789,5,2.99
ORD306,11620,SC,2025-08-05T21:29:00,SKU456,2,2.76
ORD307,75863,W,2025-08-03T14:25:00,SKU123,1,1.04
ORD308,41466,SC,2025-08-06T05:53:00,SKU789,2,0.26
ORD309,81484,SC,2025-08-01T05:21:00,SKU456,2,1.02
ORD310,69822,NE,2025-08-03T17:13:00,SKU789,3,1.48
ORD311,65288,MW,2025-08-07T09:01:00,SKU456,4,2.69
ORD312,40952,SC,2025-08-05T21:48:00,SKU456,3,2.67
ORD313,99593,W,2025-08-02T06:22:00,SKU456,1,0.47
ORD314,01596,W,2025-08-02T13:54:00,SKU123,4,2.62
ORD315,50086,W,2025-08-05T14:13:00,SKU123,2,0.42
ORD316,01129,NE,2025-08-02T05:52:00,SKU456,1,0.35
ORD317,68119,MW,2025-08-01T05:58:00,SKU789,3,1.33
ORD318,06444,MW,2025-08-04T07:59:00,SKU456,4,1.45
ORD319,27498,NE,2025-08-03T00:09:00,SKU123,3,2.65
ORD320,77749,W,2025-08-01T17:20:00,SKU789,2,2.16
ORD321,85239,NE,2025-08-05T22:52:00,SKU123,4,2.01
ORD322,30334,W,2025-08-06T15:49:00,SKU456,1,2.99
ORD323,48932,MW,2025-08-02T13:54:00,SKU456,2,2.17
ORD324,68150,MW,2025-08-06T11:46:00,SKU456,5,0.67
ORD325,13144,MW,2025-08-07T10:48:00,SKU456,2,1.44
ORD326,47899,MW,2025-08-07T12:27:00,SKU456,2,0.71
ORD327,85560,W,2025-08-02T11:37:00,SKU789,1,2.56
ORD328,95695,W,2025-08-04T18:43:00,SKU123,1,0.37
ORD329,04463,MW,2025-08-07T06:55:00,SKU123,3,1.28
ORD330,59239,MW,2025-08-06T08:37:00,SKU789,5,0.81
ORD331,89646,MW,2025-08-07T05:50:00,SKU789,2,2.69
ORD332,56160,W,2025-08-02T15:01:00,SKU456,1,1.57
ORD333,84079,MW,2025-08-04T05:54:00,SKU789,3,2.13
ORD334,74056,MW,2025-08-04T04:06:00,SKU123,1,1.2
ORD335,87466,NE,2025-08-02T18:47:00,SKU123,5,2.63
ORD336,18055,SC,2025-08-02T02:32:00,SKU123,2,2.35
ORD337,34705,MW,2025-08-07T17:21:00,SKU123,2,2.4
ORD338,34250,NE,2025-08-04T11:09:00,SKU789,1,1.24
ORD339,56775,W,2025-08-05T16:04:00,SKU789,5,1.72
ORD340,77682,NE,2025-08-05T19:20:00,SKU123,5,2.46
ORD341,66935,MW,2025-08-01T08:09:00,SKU456,2,2.41
ORD342,80415,NE,2025-08-05T15:27:00,SKU789,3,1.95
ORD343,38237,SC,2025-08-01T04:59:00,SKU789,4,2.85
ORD344,81906,NE,2025-08-04T11:00:00,SKU123,2,0.52
ORD345,08307,MW,2025-08-04T23:29:00,SKU123,2,1.19
ORD346,16341,W,2025-08-01T19:37:00,SKU123,3,2.7
ORD347,33600,MW,2025-08-03T21:18:00,SKU789,4,0.56
ORD348,49358,SC,2025-08-04T06:44:00,SKU456,3,1.3
ORD349,37449,W,2025-08-05T16:17:00,SKU456,5,2.71
ORD350,88361,NE,2025-08-06T19:56:00,SKU123,4,2.67
ORD351,64805,MW,2025-08-05T00:10:00,SKU456,5,2.63
ORD352,32209,NE,2025-08-07T17:11:00,SKU789,5,0.89
ORD353,38212,W,2025-08-06T11:28:00,SKU789,2,0.92
ORD354,67252,SC,2025-08-05T13:18:00,SKU456,5,0.88
ORD355,17176,W,2025-08-06T09:56:00,SKU456,5,2.85
ORD356,53042,MW,2025-08-01T08:29:00,SKU123,3,2.42
ORD357,86965,NE,2025-08-02T06:36:00,SKU789,1,2.59
ORD358,95045,NE,2025-08-02T11:40:00,SKU456,5,0.76
ORD359,96775,NE,2025-08-02T22:26:00,SKU789,4,2.96
ORD360,27326,SC,2025-08-07T08:23:00,SKU123,2,0.82
ORD361,74831,MW,2025-08-01T15:17:00,SKU456,2,0.25
ORD362,73474,MW,2025-08-01T07:11:00,SKU123,4,2.32
ORD363,95565,W,2025-08-06T09:20:00,SKU789,2,0.3
ORD364,61395,SC,2025-08-02T22:18:00,SKU456,3,1.51
ORD365,23834,SC,2025-08-02T17:20:00,SKU789,3,1.02
ORD366,37399,MW,2025-08-04T11:33:00,SKU789,3,1.73
ORD367,26555,SC,2025-08-02T10:46:00,SKU789,4,2.91
ORD368,86744,W,2025-08-03T16:29:00,SKU123,5,0.41
ORD369,02691,NE,2025-08-05T20:29:00,SKU456,5,2.42
ORD370,95806,SC,2025-08-04T01:34:00,SKU456,1,0.28
ORD371,01086,SC,2025-08-01T04:02:00,SKU789,5,1.76
ORD372,04988,SC,2025-08-05T04:30:00,SKU789,5,0.31
ORD373,85462,MW,2025-08-07T12:33:00,SKU789,3,1.45
ORD374,01832,W,2025-08-02T11:12:00,SKU789,2,2.25
ORD375,32834,W,2025-08-01T17:35:00,SKU456,5,2.79
ORD376,14333,SC,2025-08-07T22:38:00,SKU123,5,2.83
ORD377,66108,MW,2025-08-02T11:46:00,SKU456,2,0.95
ORD378,96594,NE,2025-08-03T16:38:00,SKU456,2,2.17
ORD379,35946,NE,2025-08-04T02:37:00,SKU789,1,2.71
ORD380,22497,MW,2025-08-07T03:00:00,SKU123,1,2.38
ORD381,27983,MW,2025-08-02T20:55:00,SKU789,1,2.97
ORD382,12769,SC,2025-08-06T21:05:00,SKU123,1,1.18
ORD383,69089,SC,2025-08-06T19:19:00,SKU123,2,1.05
ORD384,71792,SC,2025-08-02T00:27:00,SKU789,3,1.93
ORD385,06767,NE,2025-08-05T05:54:00,SKU123,5,0.61
ORD386,37943,SC,2025-08-07T20:50:00,SKU789,3,1.51
ORD387,79634,W,2025-08-03T09:22:00,SKU789,1,1.78
ORD388,41861,W,2025-08-01T18:14:00,SKU123,3,2.28
ORD389,47445,W,2025-08-03T19:06:00,SKU456,2,2.53
ORD390,57230,NE,2025-08-01T11:26:00,SKU123,3,1.0
ORD391,32128,MW,2025-08-03T05:45:00,SKU789,4,2.21
ORD392,89300,NE,2025-08-03T17:31:00,SKU123,5,0.68
ORD393,25632,MW,2025-08-07T20:54:00,SKU789,5,1.64
ORD394,99181,NE,2025-08-04T17:23:00,SKU456,5,0.87
ORD395,54012,SC,2025-08-04T00:52:00,SKU123,2,2.62
ORD396,46562,W,2025-08-06T02:45:00,SKU456,2,1.73
ORD397,73181,W,2025-08-02T04:27:00,SKU456,5,0.71
ORD398,51674,NE,2025-08-04T13:54:00,SKU123,4,1.61
ORD399,15247,SC,2025-08-01T20:47:00,SKU456,1,1.52
ORD400,82112,MW,2025-08-03T17:51:00,SKU123,1,1.22
ORD401,05188,MW,2025-08-03T08:17:00,SKU456,4,1.43
